EMSL Dataset ID (NMDC omics_processing ID),Omics Type,Researcher Sample Name,NMDC biosample ID (IGSN)
738820,Organic Matter Characterization,355,IEWFS0019
738821,Organic Matter Characterization,355,IEWFS0019
739483,Organic Matter Characterization,355,IEWFS0019
743593,Organic Matter Characterization,355,IEWFS0019
747967,Organic Matter Characterization,355,IEWFS0019
748015,Organic Matter Characterization,355,IEWFS0019
769645,Lipidomics,355,IEWFS0019
769761,Lipidomics,355,IEWFS0019
713141,Organic Matter Characterization,356,IEWFS001A
713144,Organic Matter Characterization,356,IEWFS001A
713149,Organic Matter Characterization,356,IEWFS001A
713154,Organic Matter Characterization,356,IEWFS001A
713580,Organic Matter Characterization,356,IEWFS001A
713589,Organic Matter Characterization,356,IEWFS001A
713598,Organic Matter Characterization,356,IEWFS001A
715126,Organic Matter Characterization,356,IEWFS001A
715127,Organic Matter Characterization,356,IEWFS001A
715128,Organic Matter Characterization,356,IEWFS001A
715315,Organic Matter Characterization,356,IEWFS001A
715316,Organic Matter Characterization,356,IEWFS001A
715317,Organic Matter Characterization,356,IEWFS001A
723636,Organic Matter Characterization,356,IEWFS001A
723637,Organic Matter Characterization,356,IEWFS001A
724091,Organic Matter Characterization,356,IEWFS001A
738822,Organic Matter Characterization,356,IEWFS001A
738824,Organic Matter Characterization,356,IEWFS001A
738825,Organic Matter Characterization,356,IEWFS001A
738826,Organic Matter Characterization,356,IEWFS001A
738827,Organic Matter Characterization,356,IEWFS001A
739484,Organic Matter Characterization,356,IEWFS001A
743594,Organic Matter Characterization,356,IEWFS001A
747973,Organic Matter Characterization,356,IEWFS001A
748021,Organic Matter Characterization,356,IEWFS001A
769682,Lipidomics,356,IEWFS001A
769752,Lipidomics,356,IEWFS001A
713142,Organic Matter Characterization,357,IEWFS001B
713145,Organic Matter Characterization,357,IEWFS001B
713150,Organic Matter Characterization,357,IEWFS001B
713155,Organic Matter Characterization,357,IEWFS001B
713581,Organic Matter Characterization,357,IEWFS001B
713590,Organic Matter Characterization,357,IEWFS001B
713599,Organic Matter Characterization,357,IEWFS001B
715129,Organic Matter Characterization,357,IEWFS001B
715130,Organic Matter Characterization,357,IEWFS001B
715131,Organic Matter Characterization,357,IEWFS001B
715318,Organic Matter Characterization,357,IEWFS001B
715319,Organic Matter Characterization,357,IEWFS001B
715320,Organic Matter Characterization,357,IEWFS001B
717355,Organic Matter Characterization,357,IEWFS001B
717356,Organic Matter Characterization,357,IEWFS001B
717357,Organic Matter Characterization,357,IEWFS001B
717362,Organic Matter Characterization,357,IEWFS001B
717363,Organic Matter Characterization,357,IEWFS001B
717364,Organic Matter Characterization,357,IEWFS001B
723638,Organic Matter Characterization,357,IEWFS001B
723639,Organic Matter Characterization,357,IEWFS001B
724092,Organic Matter Characterization,357,IEWFS001B
731080,Organic Matter Characterization,357,IEWFS001B
738829,Organic Matter Characterization,357,IEWFS001B
738831,Organic Matter Characterization,357,IEWFS001B
738832,Organic Matter Characterization,357,IEWFS001B
738833,Organic Matter Characterization,357,IEWFS001B
743595,Organic Matter Characterization,357,IEWFS001B
747965,Organic Matter Characterization,357,IEWFS001B
748013,Organic Matter Characterization,357,IEWFS001B
769654,Lipidomics,357,IEWFS001B
769758,Lipidomics,357,IEWFS001B
723640,Organic Matter Characterization,367,IEWFS001C
723641,Organic Matter Characterization,367,IEWFS001C
724093,Organic Matter Characterization,367,IEWFS001C
738834,Organic Matter Characterization,367,IEWFS001C
738836,Organic Matter Characterization,367,IEWFS001C
738837,Organic Matter Characterization,367,IEWFS001C
738838,Organic Matter Characterization,367,IEWFS001C
738839,Organic Matter Characterization,367,IEWFS001C
743596,Organic Matter Characterization,367,IEWFS001C
747961,Organic Matter Characterization,367,IEWFS001C
748009,Organic Matter Characterization,367,IEWFS001C
769658,Lipidomics,367,IEWFS001C
769760,Lipidomics,367,IEWFS001C
723642,Organic Matter Characterization,368,IEWFS001D
723643,Organic Matter Characterization,368,IEWFS001D
724094,Organic Matter Characterization,368,IEWFS001D
738840,Organic Matter Characterization,368,IEWFS001D
738841,Organic Matter Characterization,368,IEWFS001D
738843,Organic Matter Characterization,368,IEWFS001D
738844,Organic Matter Characterization,368,IEWFS001D
738845,Organic Matter Characterization,368,IEWFS001D
739485,Organic Matter Characterization,368,IEWFS001D
743597,Organic Matter Characterization,368,IEWFS001D
747952,Organic Matter Characterization,368,IEWFS001D
748000,Organic Matter Characterization,368,IEWFS001D
769693,Lipidomics,368,IEWFS001D
769749,Lipidomics,368,IEWFS001D
723644,Organic Matter Characterization,369,IEWFS001E
723645,Organic Matter Characterization,369,IEWFS001E
724095,Organic Matter Characterization,369,IEWFS001E
738846,Organic Matter Characterization,369,IEWFS001E
738847,Organic Matter Characterization,369,IEWFS001E
738849,Organic Matter Characterization,369,IEWFS001E
738850,Organic Matter Characterization,369,IEWFS001E
738851,Organic Matter Characterization,369,IEWFS001E
739486,Organic Matter Characterization,369,IEWFS001E
743598,Organic Matter Characterization,369,IEWFS001E
747941,Organic Matter Characterization,369,IEWFS001E
747989,Organic Matter Characterization,369,IEWFS001E
748037,Organic Matter Characterization,369,IEWFS001E
769701,Lipidomics,369,IEWFS001E
769750,Lipidomics,369,IEWFS001E
723646,Organic Matter Characterization,379,IEWFS001F
723647,Organic Matter Characterization,379,IEWFS001F
724096,Organic Matter Characterization,379,IEWFS001F
738852,Organic Matter Characterization,379,IEWFS001F
738853,Organic Matter Characterization,379,IEWFS001F
738855,Organic Matter Characterization,379,IEWFS001F
738856,Organic Matter Characterization,379,IEWFS001F
738857,Organic Matter Characterization,379,IEWFS001F
739487,Organic Matter Characterization,379,IEWFS001F
743599,Organic Matter Characterization,379,IEWFS001F
747974,Organic Matter Characterization,379,IEWFS001F
748022,Organic Matter Characterization,379,IEWFS001F
769689,Lipidomics,379,IEWFS001F
769754,Lipidomics,379,IEWFS001F
723648,Organic Matter Characterization,380,IEWFS001G
723649,Organic Matter Characterization,380,IEWFS001G
724097,Organic Matter Characterization,380,IEWFS001G
738861,Organic Matter Characterization,380,IEWFS001G
738862,Organic Matter Characterization,380,IEWFS001G
738863,Organic Matter Characterization,380,IEWFS001G
738864,Organic Matter Characterization,380,IEWFS001G
738865,Organic Matter Characterization,380,IEWFS001G
739488,Organic Matter Characterization,380,IEWFS001G
743600,Organic Matter Characterization,380,IEWFS001G
747975,Organic Matter Characterization,380,IEWFS001G
748023,Organic Matter Characterization,380,IEWFS001G
769668,Lipidomics,380,IEWFS001G
771476,Lipidomics,380,IEWFS001G
723650,Organic Matter Characterization,381,IEWFS001H
723651,Organic Matter Characterization,381,IEWFS001H
724098,Organic Matter Characterization,381,IEWFS001H
738867,Organic Matter Characterization,381,IEWFS001H
738869,Organic Matter Characterization,381,IEWFS001H
738870,Organic Matter Characterization,381,IEWFS001H
738871,Organic Matter Characterization,381,IEWFS001H
739489,Organic Matter Characterization,381,IEWFS001H
743601,Organic Matter Characterization,381,IEWFS001H
747953,Organic Matter Characterization,381,IEWFS001H
748001,Organic Matter Characterization,381,IEWFS001H
769669,Lipidomics,381,IEWFS001H
771493,Lipidomics,381,IEWFS001H
